word,reviewed,unreviewed,rowwise_total,norm_reviewed,norm_unreviewed,norm_diff,norm_total
nrbts,1.0,0.0,1.0,0.02,0.0,0.02,0.01
noya,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
noy,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
nowindowbts,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
nowifi,1.0,0.0,1.0,0.02,0.0,0.02,0.01
nowhere,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
nov,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
nouveau,1.0,0.0,1.0,0.02,0.0,0.02,0.01
nothing,1.0,0.0,1.0,0.02,0.0,0.02,0.01
nosweet,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
nostalgia,1.0,0.0,1.0,0.02,0.0,0.02,0.01
nortic,1.0,0.0,1.0,0.02,0.0,0.02,0.01
nut无边天际泳池赏曼谷夜景,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
nut站全新一房一厅临tesco商场市集new,1.0,0.0,1.0,0.02,0.0,0.02,0.01
nut花园泳池健身房wifi机场商场市中心网红,1.0,0.0,1.0,0.02,0.0,0.02,0.01
oldtownstepsto,1.0,0.0,1.0,0.02,0.0,0.02,0.01
onefive辉煌拉玛一室一厅无边泳池健身房火车夜市尚泰购物中心可包月,1.0,0.0,1.0,0.02,0.0,0.02,0.01
onefive拉玛精品一居室无边泳池健身房火车夜市尚泰购物中心可包月,1.0,0.0,1.0,0.02,0.0,0.02,0.01
onefive拉玛精品一室一厅无边泳池健身房火车夜市尚泰购物中心可包月,1.0,0.0,1.0,0.02,0.0,0.02,0.01
onefive拉玛全新一室一厅无边泳池健身房火车夜市尚泰购物中心可包月,1.0,0.0,1.0,0.02,0.0,0.02,0.01
onefive大一室一厅无边泳池健身房火车夜市尚泰购物中心可包月,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
onefiverama一室一厅无边泳池健身房火车夜市尚泰购物中心可包月,1.0,0.0,1.0,0.02,0.0,0.02,0.01
onebr,1.0,0.0,1.0,0.02,0.0,0.02,0.01
onceone,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
omg,1.0,0.0,1.0,0.02,0.0,0.02,0.01
olivers,1.0,0.0,1.0,0.02,0.0,0.02,0.01
olive,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
oleifera,1.0,0.0,1.0,0.02,0.0,0.02,0.01
oldtownpoolboattrainstreet,1.0,0.0,1.0,0.02,0.0,0.02,0.01
nwifi,1.0,0.0,1.0,0.02,0.0,0.02,0.01
okhouse,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
okhome,1.0,0.0,1.0,0.02,0.0,0.02,0.01
oka,1.0,0.0,1.0,0.02,0.0,0.02,0.01
oh,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
offluxurybrbts,1.0,0.0,1.0,0.02,0.0,0.02,0.01
officeresidence,1.0,0.0,1.0,0.02,0.0,0.02,0.01
offertop,1.0,0.0,1.0,0.02,0.0,0.02,0.01
offerfree,1.0,0.0,1.0,0.02,0.0,0.02,0.01
offclose,1.0,0.0,1.0,0.02,0.0,0.02,0.01
octopuss,1.0,0.0,1.0,0.02,0.0,0.02,0.01
oasisskylinepool,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
oaks,1.0,0.0,1.0,0.02,0.0,0.02,0.01
northpark,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
normal,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
oneoff,1.0,0.0,1.0,0.02,0.0,0.02,0.01
nordicthe,1.0,0.0,1.0,0.02,0.0,0.02,0.01
nightmarketbigccentral,1.0,0.0,1.0,0.02,0.0,0.02,0.01
nightmarket,1.0,0.0,1.0,0.02,0.0,0.02,0.01
nightly,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
nightlifebts,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
nidhra,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
nidasiampark,1.0,0.0,1.0,0.02,0.0,0.02,0.01
niceview,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
nicenewly,1.0,0.0,1.0,0.02,0.0,0.02,0.01
nicecleansukhumvitcoffeecafe,1.0,0.0,1.0,0.02,0.0,0.02,0.01
nicecleanchic,1.0,0.0,1.0,0.02,0.0,0.02,0.01
nicecleanbedcoffeecafefla,1.0,0.0,1.0,0.02,0.0,0.02,0.01
nicecleanbedcoffeecafefl,1.0,0.0,1.0,0.02,0.0,0.02,0.01
nicecharming,1.0,0.0,1.0,0.02,0.0,0.02,0.01
nicebedsukhumvit,1.0,0.0,1.0,0.02,0.0,0.02,0.01
niceapartmnt,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
niamh,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
nghỉ,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ngamwongwanclose,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ngamwomgwan,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ngam,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
newyolo,1.0,0.0,1.0,0.02,0.0,0.02,0.01
newtrainnightmarket,1.0,0.0,1.0,0.02,0.0,0.02,0.01
newstylish,1.0,0.0,1.0,0.02,0.0,0.02,0.01
newstatetower,1.0,0.0,1.0,0.02,0.0,0.02,0.01
newsnooze,1.0,0.0,1.0,0.02,0.0,0.02,0.01
newpetchaburimin,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
newnice,1.0,0.0,1.0,0.02,0.0,0.02,0.01
nightmarkethuaykhwang,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
nikhomnear,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ninth,1.0,0.0,1.0,0.02,0.0,0.02,0.01
noisy,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
nordicstyle,1.0,0.0,1.0,0.02,0.0,0.02,0.01
noppatorn,1.0,0.0,1.0,0.02,0.0,0.02,0.01
noppakorn,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
noppadol,1.0,0.0,1.0,0.02,0.0,0.02,0.01
nonzee,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
nontri,1.0,0.0,1.0,0.02,0.0,0.02,0.01
nonthaburi,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
nonsmoker,1.0,0.0,1.0,0.02,0.0,0.02,0.01
nonsiskypoolgym,1.0,0.0,1.0,0.02,0.0,0.02,0.01
nonsimrt,1.0,0.0,1.0,0.02,0.0,0.02,0.01
nomads,1.0,0.0,1.0,0.02,0.0,0.02,0.01
nomadfriendly,1.0,0.0,1.0,0.02,0.0,0.02,0.01
noise,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
niramolhouse,1.0,0.0,1.0,0.02,0.0,0.02,0.01
nobleremix,1.0,0.0,1.0,0.02,0.0,0.02,0.01
noblebe小区btsasokeonebedroomfeewifigym免费网络泳池,1.0,0.0,1.0,0.02,0.0,0.02,0.01
noblebebtsasoke走路m高端一房一厅sqm免费泳池健身房freewifi,1.0,0.0,1.0,0.02,0.0,0.02,0.01
nobel,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
nkguesthouse,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
nk,1.0,0.0,1.0,0.02,0.0,0.02,0.01
nj,1.0,0.0,1.0,0.02,0.0,0.02,0.01
niu,1.0,0.0,1.0,0.02,0.0,0.02,0.01
nitelifeshops,1.0,0.0,1.0,0.02,0.0,0.02,0.01
nist,1.0,0.0,1.0,0.02,0.0,0.02,0.01
nirvanabrflpoolgymmins,1.0,0.0,1.0,0.02,0.0,0.02,0.01
nirun,1.0,0.0,1.0,0.02,0.0,0.02,0.01
oneliving,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
oneonly,1.0,0.0,1.0,0.02,0.0,0.02,0.01
pattaya,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
pakchee,1.0,0.0,1.0,0.02,0.0,0.02,0.01
parkbtsairport,1.0,0.0,1.0,0.02,0.0,0.02,0.01
parkbts,1.0,0.0,1.0,0.02,0.0,0.02,0.01
parents,1.0,0.0,1.0,0.02,0.0,0.02,0.01
parentchild,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
pard,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
parc,1.0,0.0,1.0,0.02,0.0,0.02,0.01
paragonprice,1.0,0.0,1.0,0.02,0.0,0.02,0.01
paragonpratunam,1.0,0.0,1.0,0.02,0.0,0.02,0.01
paragonplatinumbts,1.0,0.0,1.0,0.02,0.0,0.02,0.01
paragonmbk,1.0,0.0,1.0,0.02,0.0,0.02,0.01
paragoncentral,1.0,0.0,1.0,0.02,0.0,0.02,0.01
paradisobpoolview,1.0,0.0,1.0,0.02,0.0,0.02,0.01
paradiso,1.0,0.0,1.0,0.02,0.0,0.02,0.01
pao,1.0,0.0,1.0,0.02,0.0,0.02,0.01
panyapa,1.0,0.0,1.0,0.02,0.0,0.02,0.01
panya,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
pantip,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
panoramicflwifibtspark,1.0,0.0,1.0,0.02,0.0,0.02,0.01
panini,1.0,0.0,1.0,0.02,0.0,0.02,0.01
palm,1.0,0.0,1.0,0.02,0.0,0.02,0.01
palcae,1.0,0.0,1.0,0.02,0.0,0.02,0.01
palacewat,1.0,0.0,1.0,0.02,0.0,0.02,0.01
palacekhaosanmassage,1.0,0.0,1.0,0.02,0.0,0.02,0.01
palacekhaosanfleamarket,1.0,0.0,1.0,0.02,0.0,0.02,0.01
palaceentire,1.0,0.0,1.0,0.02,0.0,0.02,0.01
palacediscounted,1.0,0.0,1.0,0.02,0.0,0.02,0.01
pakkret,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
parkingcook,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
parkingcookluxury,1.0,0.0,1.0,0.02,0.0,0.02,0.01
parkingcooksky,1.0,0.0,1.0,0.02,0.0,0.02,0.01
part,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
pattaranawik,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
pattanakarn,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
patiocity,1.0,0.0,1.0,0.02,0.0,0.02,0.01
patina,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
path,1.0,0.0,1.0,0.02,0.0,0.02,0.01
pata,1.0,0.0,1.0,0.02,0.0,0.02,0.01
pat,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
pasrijarean,1.0,0.0,1.0,0.02,0.0,0.02,0.01
paslawan,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
paseo,1.0,0.0,1.0,0.02,0.0,0.02,0.01
partysukhumvit,1.0,0.0,1.0,0.02,0.0,0.02,0.01
partly,1.0,0.0,1.0,0.02,0.0,0.02,0.01
pars,1.0,0.0,1.0,0.02,0.0,0.02,0.01
parkingcookupscale,1.0,0.0,1.0,0.02,0.0,0.02,0.01
parn,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
parment,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
parkwifi,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
parkviewlarge,1.0,0.0,1.0,0.02,0.0,0.02,0.01
parkviewbkklarge,1.0,0.0,1.0,0.02,0.0,0.02,0.01
parkquiet,1.0,0.0,1.0,0.02,0.0,0.02,0.01
parkmrt,1.0,0.0,1.0,0.02,0.0,0.02,0.01
parkmbtsfreeshuttlebusskypoolgymnetflix,1.0,0.0,1.0,0.02,0.0,0.02,0.01
parkmbts,1.0,0.0,1.0,0.02,0.0,0.02,0.01
parkm,1.0,0.0,1.0,0.02,0.0,0.02,0.01
parklandaplmrtbtswifi,1.0,0.0,1.0,0.02,0.0,0.02,0.01
parkingnew,1.0,0.0,1.0,0.02,0.0,0.02,0.01
pakin,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
pak,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ones,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
paisan,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
orichid,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
organic,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ordinary,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
orange,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
option,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
optics,1.0,0.0,1.0,0.02,0.0,0.02,0.01
openedrooftop,1.0,0.0,1.0,0.02,0.0,0.02,0.01
oonnut,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
onsensilommmrt,1.0,0.0,1.0,0.02,0.0,0.02,0.01
onsensilomm,1.0,0.0,1.0,0.02,0.0,0.02,0.01
onnut酒店式公寓开间双床房,1.0,0.0,1.0,0.02,0.0,0.02,0.01
onnut站步行分钟闹中取静,1.0,0.0,1.0,0.02,0.0,0.02,0.01
onnut开间双床房,1.0,0.0,1.0,0.02,0.0,0.02,0.01
onnut双床套房,1.0,0.0,1.0,0.02,0.0,0.02,0.01
onnut中文服务,1.0,0.0,1.0,0.02,0.0,0.02,0.01
onnutwashing,1.0,0.0,1.0,0.02,0.0,0.02,0.01
onnutstreetfood,1.0,0.0,1.0,0.02,0.0,0.02,0.01
onnutpoolacwifi,1.0,0.0,1.0,0.02,0.0,0.02,0.01
onnutmin,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
onnuthispeedwifi,1.0,0.0,1.0,0.02,0.0,0.02,0.01
onnutend,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
onnutduplexpoolp,1.0,0.0,1.0,0.02,0.0,0.02,0.01
onnutbrhighfloorpoolviewsunny,1.0,0.0,1.0,0.02,0.0,0.02,0.01
onnu,1.0,0.0,1.0,0.02,0.0,0.02,0.01
onlymeter,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
onlym,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
onlyclose,1.0,0.0,1.0,0.02,0.0,0.02,0.01
origins,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
origis,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
orion,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ozone,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
paipaimama,1.0,0.0,1.0,0.02,0.0,0.02,0.01
painting,1.0,0.0,1.0,0.02,0.0,0.02,0.01
paint,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
pailinguesthousedouble,1.0,0.0,1.0,0.02,0.0,0.02,0.01
pahon,1.0,0.0,1.0,0.02,0.0,0.02,0.01
pagoda,1.0,0.0,1.0,0.02,0.0,0.02,0.01
paddle,1.0,0.0,1.0,0.02,0.0,0.02,0.01
package,1.0,0.0,1.0,0.02,0.0,0.02,0.01
pack,1.0,0.0,1.0,0.02,0.0,0.02,0.01
o湄南河楼天空无边网红泳池公寓no,1.0,0.0,1.0,0.02,0.0,0.02,0.01
o湄南河景楼天空无边网红泳池公寓no,1.0,0.0,1.0,0.02,0.0,0.02,0.01
o天际泳池piscina,1.0,0.0,1.0,0.02,0.0,0.02,0.01
oyster,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
orleans,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ownjatujak,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ownerwificleancozy,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
owner,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
overwhelming,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
oversized,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
overnight,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
outstanding,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
outside,1.0,0.0,1.0,0.02,0.0,0.02,0.01
others,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
otel,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
oscar,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ortorkor,1.0,0.0,1.0,0.02,0.0,0.02,0.01
poollounge,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
poolloungegym,1.0,0.0,1.0,0.02,0.0,0.02,0.01
poolmin,1.0,0.0,1.0,0.02,0.0,0.02,0.01
reference,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
residencebts,1.0,0.0,1.0,0.02,0.0,0.02,0.01
residencebangna,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
resid,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
reservations,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
reservation,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
replay,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
reopen,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rentyearly,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
rentphrakanong,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
rented,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
rentchateau,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
rentalfavorable,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rentalbds,1.0,0.0,1.0,0.02,0.0,0.02,0.01
renovpool,1.0,0.0,1.0,0.02,0.0,0.02,0.01
renovatedmrt,1.0,0.0,1.0,0.02,0.0,0.02,0.01
renovatedgreat,1.0,0.0,1.0,0.02,0.0,0.02,0.01
renov,1.0,0.0,1.0,0.02,0.0,0.02,0.01
remote,1.0,0.0,1.0,0.02,0.0,0.02,0.01
reliable,1.0,0.0,1.0,0.02,0.0,0.02,0.01
relexed,1.0,0.0,1.0,0.02,0.0,0.02,0.01
relaxingbd,1.0,0.0,1.0,0.02,0.0,0.02,0.01
relaxation,1.0,0.0,1.0,0.02,0.0,0.02,0.01
regulations,1.0,0.0,1.0,0.02,0.0,0.02,0.01
regenthome,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
reflects,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
reflection,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
refinished,1.0,0.0,1.0,0.02,0.0,0.02,0.01
residenceclose,1.0,0.0,1.0,0.02,0.0,0.02,0.01
residencehostel,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
residencekitchen会说中文,1.0,0.0,1.0,0.02,0.0,0.02,0.01
reviews,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rimvibha,1.0,0.0,1.0,0.02,0.0,0.02,0.01
richies,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
rice,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ribbon,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
rhythmasoke,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rhatchadatapla,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rhapsody,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rhap,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rfg,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
rezt,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rey,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
revolve,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
reuan,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
residenceliving,1.0,0.0,1.0,0.02,0.0,0.02,0.01
retrostunnedviewsteptobtsnetflixsmarttv,1.0,0.0,1.0,0.02,0.0,0.02,0.01
retropolitan,1.0,0.0,1.0,0.02,0.0,0.02,0.01
retrominimal,1.0,0.0,1.0,0.02,0.0,0.02,0.01
retreatbts,1.0,0.0,1.0,0.02,0.0,0.02,0.01
resting,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
restful,1.0,0.0,1.0,0.02,0.0,0.02,0.01
restery,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
restaurantsfresh,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ressident,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
resortclose,1.0,0.0,1.0,0.02,0.0,0.02,0.01
resortcente,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
residencesqmkitchen会说中文,1.0,0.0,1.0,0.02,0.0,0.02,0.01
refined,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
redwood,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
riof地铁,1.0,0.0,1.0,0.02,0.0,0.02,0.01
reduced,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ratchayothinpubmarket,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ratchayothinbts,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ratchayothinbkk,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ratchawithi,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ratchaviphaprachachuen,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ratchaviphapracha,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ratchathwei,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ratchathiwitouchwitheverymustgo,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ratchathewim,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ratchatewinear,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ratchatewe,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ratchatevi,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ratchatevee,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ratchaprasong,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ratchaphruekphetkasem,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ratchakru,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ratchadhewi,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ratchadawifibreakfast,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ratchadastudio,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ratchadarama,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ratchadanear,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ratchadaladprao,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ratchadahauikhwang,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ratchadab,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ratchadaasoke,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ratburana,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ratanavat,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
ratchda,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
rated,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rates,1.0,0.0,1.0,0.02,0.0,0.02,0.01
reach,1.0,0.0,1.0,0.02,0.0,0.02,0.01
redefined,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
reconstructed,1.0,0.0,1.0,0.02,0.0,0.02,0.01
recolefloorsky,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
recluse,1.0,0.0,1.0,0.02,0.0,0.02,0.01
recident,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
recidence,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
rebel,1.0,0.0,1.0,0.02,0.0,0.02,0.01
reasonably,1.0,0.0,1.0,0.02,0.0,0.02,0.01
reangsiri,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ream,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
realty,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
really,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
rdsiriraj,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rattan,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rdmtr,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rdmalls,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rdduplex,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rdbangkok,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rcasupermarket,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rcasqmbednice,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
rcarestaurants,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rcarama,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rbadults,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
rawitabangkok,1.0,0.0,1.0,0.02,0.0,0.02,0.01
ratwithi,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rattanathibet,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
riof,1.0,0.0,1.0,0.02,0.0,0.02,0.01
rio卡通简约,1.0,0.0,1.0,0.02,0.0,0.02,0.01
poolminmrtlocal,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roombest,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roompetfriendly,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roommrtwifijjgrand,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roommania,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
roomlongstay,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
roomliving,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roomle,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
roomlargebedsilomsathorn,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roomkitchen会说中文,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roomkitchenette,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
roomkitchen,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roomjatujak,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roomhigh,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roomgardenfullyfurnished,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
roomforrent,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
roomflat,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roomekkamai,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roomdmk,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
roomcomfymodern,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roomcoffeecafefl,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roomclosebts,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roomclose,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
roomcleanbts,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roomcity,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roomchatuchakbtsjj,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roomcenter,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roombtsfully,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
roombreakfast,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roompool,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
roompratunam,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roomqueen,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
roomsukhumvitmin,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roomwifiwashmachi,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roomwifiwashchine,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roomwifiswimming,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
roomwifipratunam,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roomwifipool,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roomwifinear,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roomwifiemporiummall,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roomwifibts,1.0,0.0,1.0,0.02,0.0,0.02,0.01
roomwifibreakfastratchada,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
roomvacation,0.0,1.0,1.0,0.0,0.04,-0.04,0.01
roomtwin,1.0,0.0,1.0,0.02,0.0,0.02,0.01
